order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
6377,19,37,Chicken Momos,2025-04-20,23:57:43,Pending,234.00
6378,27,4,Chicken Momos,2025-04-21,11:44:55,Completed,237.00
6379,21,16,Hakka Noodles,2025-04-18,19:31:09,Completed,288.00
6380,27,25,Hot Pot Combo,2025-01-10,09:25:32,Completed,754.00
6381,30,32,Ramen Bowl,2025-03-16,07:55:49,Pending,463.00
6382,30,41,Donut Box,2025-03-31,18:54:04,Completed,311.00
6383,14,28,Grilled Steak,2025-03-05,15:20:53,Completed,750.00
6384,9,37,Cappuccino,2025-04-11,17:57:43,Completed,161.00
6385,7,41,Hot Pot Combo,2025-01-03,10:59:54,Completed,776.00
6386,1,28,Grilled Steak,2025-03-30,11:56:41,Completed,680.00
6387,6,42,Veg Chowmein,2025-02-02,09:23:42,Cancelled,252.00
6388,4,26,Thai Fried Rice,2025-02-09,14:27:41,Completed,254.00
6389,1,14,Cappuccino,2025-01-10,11:37:14,Completed,263.00
6390,1,1,Butter Chicken,2025-02-13,10:55:27,Completed,472.00
6391,5,15,Pasta Alfredo,2025-01-12,10:06:20,Completed,356.00
6392,9,25,Hakka Noodles,2025-04-15,11:41:43,Completed,355.00
6393,1,40,Thai Fried Rice,2025-01-22,21:22:46,Completed,268.00
6394,27,40,Donut Box,2025-02-26,13:05:57,Completed,241.00
6395,25,23,Pizza Margherita,2025-02-10,11:15:17,Completed,543.00
6396,19,50,Butter Chicken,2025-01-04,16:13:33,Completed,398.00
6397,26,19,Thai Fried Rice,2025-01-07,14:31:24,Completed,357.00
6398,5,34,Chicken Biryani,2025-02-16,17:08:24,Pending,485.00
6399,27,24,Falafel Wrap,2025-03-29,12:48:30,Cancelled,218.00
6400,2,38,Masala Dosa,2025-01-02,15:13:02,Cancelled,281.00
6401,33,19,Thai Fried Rice,2025-04-02,23:49:26,Completed,332.00
6402,6,41,Falafel Wrap,2025-03-10,11:17:05,Completed,330.00
6403,14,10,Falafel Wrap,2025-02-11,19:37:40,Completed,216.00
6404,20,45,Pizza Margherita,2025-04-04,14:03:15,Completed,591.00
6405,8,30,Avocado Salad,2025-03-19,08:19:42,Completed,234.00
6406,8,1,Butter Chicken,2025-01-18,07:10:31,Cancelled,483.00
6407,34,47,Chicken Momos,2025-01-22,18:08:47,Completed,268.00
6408,8,50,Chicken Biryani,2025-02-12,20:17:33,Completed,487.00
6409,5,32,Hot Pot Combo,2025-03-07,18:03:31,Pending,702.00
6410,24,11,Chicken Momos,2025-04-09,10:57:36,Completed,229.00
6411,15,48,Chocolate Sundae,2025-01-01,08:54:55,Completed,131.00
6412,31,24,Pasta Alfredo,2025-04-28,11:11:59,Cancelled,289.00
6413,27,15,Ramen Bowl,2025-02-01,20:58:46,Completed,459.00
6414,24,8,Chocolate Sundae,2025-03-28,08:11:14,Pending,131.00
6415,26,5,Hot Pot Combo,2025-04-21,16:49:54,Completed,682.00
6416,30,1,Veg Chowmein,2025-01-26,16:36:50,Completed,369.00
6417,16,30,Veg Chowmein,2025-03-17,22:49:49,Completed,349.00
6418,16,10,Chicken Biryani,2025-04-30,20:01:14,Completed,342.00
6419,22,1,Hakka Noodles,2025-03-26,19:54:47,Completed,246.00
6420,14,34,Fish Fry,2025-02-23,22:03:09,Completed,503.00
6421,3,15,Chocolate Sundae,2025-02-22,18:29:47,Completed,144.00
6422,33,9,Thai Fried Rice,2025-04-15,19:04:37,Completed,341.00
6423,9,16,Pad Thai,2025-02-03,17:59:51,Completed,383.00
6424,21,29,Chicken Momos,2025-01-30,09:12:08,Completed,349.00
6425,7,10,Paneer Butter Masala,2025-01-22,21:29:20,Completed,427.00
6426,23,50,Grilled Steak,2025-02-27,16:29:16,Pending,633.00
6427,11,44,Pad Thai,2025-04-16,08:13:53,Pending,337.00
6428,6,46,Fish Fry,2025-02-15,19:32:03,Completed,546.00
6429,12,2,Pasta Alfredo,2025-04-20,21:35:47,Completed,304.00
6430,30,7,Chicken Shawarma,2025-01-16,07:03:53,Completed,286.00
6431,9,13,Pasta Alfredo,2025-02-17,09:37:37,Completed,299.00
6432,2,5,Grilled Steak,2025-04-26,21:51:08,Completed,694.00
6433,8,3,Hot Pot Combo,2025-01-07,12:59:36,Completed,761.00
6434,32,2,Pasta Alfredo,2025-03-29,20:11:22,Completed,327.00
6435,18,18,Hot Pot Combo,2025-04-24,11:02:39,Completed,722.00
6436,19,32,Pizza Margherita,2025-04-23,22:03:05,Completed,515.00
6437,27,13,Thai Fried Rice,2025-04-24,23:15:40,Cancelled,369.00
6438,2,25,Butter Chicken,2025-02-15,22:34:50,Completed,494.00
6439,33,21,Pasta Alfredo,2025-02-04,12:01:20,Completed,287.00
6440,18,4,Cappuccino,2025-03-09,18:49:37,Cancelled,190.00
6441,7,16,Donut Box,2025-01-31,15:34:52,Completed,224.00
6442,15,37,Pasta Alfredo,2025-02-15,12:11:15,Completed,371.00
6443,2,46,Butter Chicken,2025-02-15,11:36:12,Pending,476.00
6444,20,12,Cappuccino,2025-01-05,09:03:14,Completed,155.00
6445,34,31,Chicken Biryani,2025-02-12,13:51:08,Completed,385.00
6446,21,4,Chicken Biryani,2025-01-19,11:49:07,Pending,433.00
6447,5,24,Butter Chicken,2025-03-26,19:37:06,Completed,432.00
6448,9,11,Seekh Kebab,2025-02-25,22:41:20,Completed,443.00
6449,23,15,Donut Box,2025-03-17,12:24:19,Completed,285.00
6450,9,12,Seekh Kebab,2025-01-01,19:54:49,Cancelled,308.00
6451,12,39,Ramen Bowl,2025-04-28,14:40:36,Completed,567.00
6452,10,22,Seekh Kebab,2025-01-10,14:22:20,Completed,322.00
6453,22,29,Chicken Biryani,2025-02-03,13:15:44,Completed,405.00
6454,7,47,Chicken Biryani,2025-01-07,19:28:46,Completed,382.00
6455,27,32,Pasta Alfredo,2025-02-14,19:06:53,Completed,427.00
6456,15,11,Hot Pot Combo,2025-01-10,08:18:01,Completed,686.00
6457,5,22,Cheese Burger,2025-04-24,19:10:46,Completed,243.00
6458,22,39,Avocado Salad,2025-04-25,22:45:01,Completed,232.00
6459,28,11,Mutton Biryani,2025-01-13,17:13:12,Completed,521.00
6460,17,43,Pad Thai,2025-02-08,14:06:03,Completed,440.00
6461,32,10,Mutton Biryani,2025-02-16,07:27:05,Completed,540.00
6462,31,13,Paneer Butter Masala,2025-01-04,13:10:40,Completed,310.00
6463,31,8,Pad Thai,2025-04-11,19:30:31,Pending,367.00
6464,6,42,Falafel Wrap,2025-02-19,12:23:56,Completed,247.00
6465,29,3,Chicken Momos,2025-02-26,21:16:14,Pending,344.00
6466,4,10,Hakka Noodles,2025-03-31,10:05:42,Completed,358.00
6467,27,49,BBQ Chicken Platter,2025-01-30,08:53:24,Pending,557.00
6468,31,37,Fish Fry,2025-03-02,16:05:25,Cancelled,488.00
6469,33,37,Chocolate Sundae,2025-04-13,11:07:48,Completed,162.00
6470,14,13,Chicken Shawarma,2025-01-06,20:05:43,Completed,390.00
6471,10,39,Chicken Momos,2025-02-10,09:05:24,Completed,341.00
6472,21,18,Chocolate Sundae,2025-02-28,07:50:44,Completed,253.00
6473,27,8,Pizza Margherita,2025-01-20,11:36:37,Completed,505.00
6474,7,37,Hakka Noodles,2025-01-13,16:55:34,Pending,325.00
6475,17,25,Thai Fried Rice,2025-03-04,22:02:11,Completed,266.00
6476,26,3,Pasta Alfredo,2025-04-24,17:44:15,Completed,401.00
6477,18,24,Chicken Biryani,2025-02-13,16:19:17,Pending,365.00
6478,15,9,Pad Thai,2025-04-06,21:49:52,Completed,406.00
6479,6,13,Hot Pot Combo,2025-01-28,20:47:31,Completed,755.00
6480,4,33,Cheese Burger,2025-01-09,16:45:32,Completed,354.00
6481,2,12,Grilled Steak,2025-04-23,13:53:03,Completed,726.00
6482,4,24,Butter Chicken,2025-01-26,15:23:52,Completed,451.00
6483,8,44,Chicken Biryani,2025-01-31,18:31:38,Completed,461.00
6484,23,23,Cheese Burger,2025-04-18,15:47:53,Completed,292.00
6485,2,25,Mutton Biryani,2025-01-21,13:54:14,Completed,432.00
6486,18,42,Pizza Margherita,2025-03-07,07:55:49,Cancelled,482.00
6487,31,9,Thai Fried Rice,2025-01-23,07:14:16,Completed,308.00
6488,18,28,Pasta Alfredo,2025-04-20,18:29:16,Completed,357.00
6489,34,40,Pasta Alfredo,2025-03-16,10:00:32,Cancelled,375.00
6490,19,20,Donut Box,2025-01-14,22:04:21,Cancelled,293.00
6491,18,17,Thai Fried Rice,2025-04-02,16:12:09,Completed,291.00
6492,4,39,Pasta Alfredo,2025-03-26,17:43:08,Completed,407.00
6493,19,17,Pizza Margherita,2025-02-21,19:47:02,Completed,626.00
6494,13,22,Seekh Kebab,2025-04-02,14:43:34,Completed,421.00
6495,23,33,Pad Thai,2025-04-19,12:53:42,Pending,346.00
6496,19,7,Cappuccino,2025-01-17,15:46:51,Completed,196.00
6497,22,42,Masala Dosa,2025-01-29,18:14:47,Pending,287.00
6498,22,24,Chicken Momos,2025-03-16,16:29:54,Completed,213.00
6499,5,31,Grilled Steak,2025-03-06,10:55:43,Completed,686.00
6500,27,4,Chicken Shawarma,2025-01-18,13:21:26,Cancelled,347.00
6501,10,21,Butter Chicken,2025-01-24,09:31:21,Completed,395.00
6502,21,41,Mutton Biryani,2025-01-01,21:17:13,Completed,423.00
6503,11,32,Hakka Noodles,2025-04-10,09:08:39,Completed,329.00
6504,26,28,Cappuccino,2025-02-19,07:02:34,Completed,245.00
6505,1,21,Hakka Noodles,2025-04-17,23:12:01,Completed,380.00
6506,16,15,Butter Chicken,2025-04-23,18:19:08,Completed,478.00
6507,20,11,Masala Dosa,2025-04-16,08:19:18,Completed,313.00
6508,34,22,Pizza Margherita,2025-04-24,11:21:57,Completed,528.00
6509,11,26,Chicken Biryani,2025-01-30,14:46:08,Completed,345.00
6510,33,11,Paneer Butter Masala,2025-02-16,08:24:56,Completed,426.00
6511,4,39,Mutton Biryani,2025-03-26,10:41:53,Completed,409.00
6512,27,29,Pasta Alfredo,2025-01-16,15:30:44,Completed,282.00
6513,20,27,Donut Box,2025-01-13,23:17:39,Completed,245.00
6514,27,7,Chocolate Sundae,2025-04-03,10:18:07,Completed,247.00
6515,13,39,Grilled Steak,2025-04-10,15:53:33,Cancelled,701.00
6516,27,19,Cheese Burger,2025-01-06,22:58:13,Completed,343.00
6517,22,16,Chicken Biryani,2025-01-02,09:58:07,Pending,466.00
6518,10,6,Hakka Noodles,2025-03-07,09:46:46,Completed,285.00
6519,15,30,Pad Thai,2025-02-03,21:03:06,Pending,310.00
6520,19,24,Donut Box,2025-02-10,20:47:07,Completed,221.00
6521,1,9,Donut Box,2025-03-24,12:21:22,Pending,369.00
6522,18,47,Masala Dosa,2025-02-17,17:11:07,Completed,296.00
6523,18,25,Butter Chicken,2025-04-19,22:51:26,Completed,392.00
6524,8,9,Butter Chicken,2025-04-03,08:54:10,Completed,501.00
6525,31,37,Donut Box,2025-02-26,12:39:24,Completed,366.00
6526,2,44,Seekh Kebab,2025-04-25,11:30:58,Completed,405.00
6527,29,3,Masala Dosa,2025-02-03,17:00:45,Pending,314.00
6528,15,43,Ramen Bowl,2025-03-08,23:44:44,Completed,550.00
6529,16,31,Veg Chowmein,2025-03-26,19:09:53,Pending,366.00
6530,4,1,Thai Fried Rice,2025-04-30,12:32:54,Completed,356.00
6531,11,5,Hakka Noodles,2025-03-04,17:15:21,Cancelled,232.00
6532,33,15,Falafel Wrap,2025-03-24,19:25:52,Completed,317.00
6533,29,37,Hot Pot Combo,2025-01-12,22:28:20,Completed,787.00
6534,2,7,Pasta Alfredo,2025-02-22,08:35:35,Completed,303.00
6535,20,33,Falafel Wrap,2025-01-27,21:21:23,Pending,257.00
6536,30,22,Falafel Wrap,2025-04-09,22:45:42,Completed,315.00
6537,8,7,Hakka Noodles,2025-03-26,14:00:21,Completed,294.00
6538,34,24,Butter Chicken,2025-01-14,08:57:10,Completed,454.00
6539,7,17,Avocado Salad,2025-01-26,13:07:59,Pending,245.00
6540,30,13,Butter Chicken,2025-02-13,10:48:26,Completed,500.00
6541,8,50,Hot Pot Combo,2025-02-28,23:08:31,Completed,672.00
6542,28,38,Cappuccino,2025-04-29,23:49:58,Cancelled,298.00
6543,12,47,Chicken Shawarma,2025-01-14,19:42:38,Completed,312.00
6544,33,25,Pizza Margherita,2025-03-19,14:17:25,Cancelled,555.00
6545,29,9,Chicken Shawarma,2025-02-22,23:19:53,Completed,310.00
6546,14,13,Grilled Steak,2025-03-21,16:43:22,Cancelled,643.00
6547,12,33,Falafel Wrap,2025-03-30,17:45:07,Completed,343.00
6548,31,38,BBQ Chicken Platter,2025-03-27,20:43:47,Pending,586.00
6549,19,28,Chicken Biryani,2025-03-08,10:01:24,Completed,354.00
6550,13,18,Hakka Noodles,2025-04-11,12:18:43,Completed,235.00
6551,19,14,Hakka Noodles,2025-03-11,08:22:52,Completed,377.00
6552,15,48,Thai Fried Rice,2025-03-13,19:15:32,Completed,303.00
6553,4,25,Pasta Alfredo,2025-02-23,17:35:03,Completed,344.00
6554,13,40,Hakka Noodles,2025-04-21,21:53:14,Cancelled,314.00
6555,13,50,Seekh Kebab,2025-01-25,16:28:11,Cancelled,319.00
6556,12,12,Seekh Kebab,2025-03-07,10:24:02,Completed,442.00
6557,17,9,Cheese Burger,2025-03-16,15:00:21,Completed,259.00
6558,3,10,Ramen Bowl,2025-03-18,08:49:59,Completed,517.00
6559,32,37,Falafel Wrap,2025-02-15,09:50:45,Completed,256.00
6560,12,34,Masala Dosa,2025-04-11,23:10:26,Completed,283.00
6561,6,23,Fish Fry,2025-04-24,13:42:21,Completed,555.00
6562,14,49,Avocado Salad,2025-03-09,22:35:52,Completed,192.00
6563,8,43,Veg Chowmein,2025-02-27,14:57:41,Completed,369.00
6564,16,3,Donut Box,2025-04-24,17:24:58,Completed,239.00
6565,25,17,Falafel Wrap,2025-04-03,16:01:58,Completed,295.00
6566,33,33,Hot Pot Combo,2025-03-04,08:18:57,Completed,742.00
6567,33,6,Paneer Butter Masala,2025-01-22,07:40:04,Completed,344.00
6568,28,7,Grilled Steak,2025-03-10,20:41:52,Cancelled,649.00
6569,2,30,Butter Chicken,2025-02-12,08:05:04,Completed,414.00
6570,5,37,Fish Fry,2025-04-27,15:26:24,Completed,583.00
6571,28,21,Chicken Biryani,2025-02-19,10:34:00,Completed,498.00
6572,5,49,Seekh Kebab,2025-03-16,08:44:54,Completed,428.00
6573,7,19,Donut Box,2025-02-08,09:18:48,Cancelled,307.00
6574,26,43,Chicken Biryani,2025-03-02,12:34:14,Completed,440.00
6575,19,41,Chicken Shawarma,2025-02-08,18:00:35,Pending,266.00
6576,8,3,Chicken Biryani,2025-03-15,19:34:35,Cancelled,418.00
6577,14,48,Seekh Kebab,2025-04-26,18:13:26,Cancelled,431.00
6578,10,11,Cheese Burger,2025-01-29,15:12:07,Completed,365.00
6579,4,49,Falafel Wrap,2025-03-01,09:18:42,Completed,225.00
6580,13,47,BBQ Chicken Platter,2025-03-04,17:22:08,Completed,510.00
6581,7,19,Avocado Salad,2025-01-09,13:20:31,Completed,347.00
6582,20,45,BBQ Chicken Platter,2025-01-20,18:51:20,Cancelled,493.00
6583,1,21,Fish Fry,2025-04-11,14:45:47,Completed,550.00
6584,24,9,Donut Box,2025-04-04,17:56:30,Completed,301.00
6585,20,32,Falafel Wrap,2025-01-14,12:41:38,Completed,271.00
6586,9,35,Grilled Steak,2025-02-03,09:46:04,Pending,739.00
6587,2,38,BBQ Chicken Platter,2025-02-21,13:58:02,Completed,589.00
6588,31,42,Hakka Noodles,2025-01-20,18:25:14,Pending,370.00
6589,19,9,Hot Pot Combo,2025-03-06,23:05:25,Completed,662.00
6590,16,40,Donut Box,2025-01-22,23:08:28,Completed,354.00
6591,10,48,Seekh Kebab,2025-03-03,18:02:14,Completed,359.00
6592,5,17,Veg Chowmein,2025-01-30,08:42:13,Completed,302.00
6593,25,31,Hot Pot Combo,2025-04-23,08:02:41,Completed,793.00
6594,18,48,Chicken Momos,2025-03-16,12:24:41,Completed,350.00
6595,5,34,Chicken Momos,2025-02-18,14:33:25,Completed,288.00
6596,32,31,Avocado Salad,2025-01-01,23:56:08,Completed,248.00
6597,5,33,Thai Fried Rice,2025-02-05,13:09:11,Completed,384.00
6598,8,43,Fish Fry,2025-02-23,17:46:07,Completed,602.00
6599,31,14,BBQ Chicken Platter,2025-01-21,20:01:15,Completed,596.00
6600,11,9,Thai Fried Rice,2025-03-07,08:57:36,Completed,272.00
6601,17,12,Chocolate Sundae,2025-02-21,07:56:46,Completed,192.00
6602,6,14,Hot Pot Combo,2025-03-19,22:55:30,Completed,765.00
6603,10,38,Hakka Noodles,2025-01-24,23:16:10,Completed,307.00
6604,30,39,BBQ Chicken Platter,2025-01-09,14:24:24,Completed,454.00
6605,13,34,Chocolate Sundae,2025-03-29,20:52:09,Completed,165.00
6606,31,40,Avocado Salad,2025-01-05,23:48:07,Completed,223.00
6607,1,50,Donut Box,2025-03-25,20:33:26,Completed,221.00
6608,34,28,Fish Fry,2025-04-13,22:50:49,Completed,630.00
6609,7,28,Chicken Shawarma,2025-02-02,22:49:14,Cancelled,251.00
6610,19,39,Falafel Wrap,2025-02-22,15:12:00,Completed,201.00
6611,34,8,Chocolate Sundae,2025-01-01,19:41:13,Completed,200.00
6612,27,24,Paneer Butter Masala,2025-01-20,20:41:37,Completed,427.00
6613,28,37,Veg Chowmein,2025-03-20,15:43:25,Completed,315.00
6614,31,12,Veg Chowmein,2025-03-13,22:16:19,Completed,311.00
6615,9,43,Paneer Butter Masala,2025-04-06,14:28:50,Completed,331.00
6616,7,14,Chocolate Sundae,2025-02-21,17:51:35,Completed,133.00
6617,11,25,Thai Fried Rice,2025-01-01,09:52:09,Completed,383.00
6618,28,6,Masala Dosa,2025-02-03,14:23:05,Completed,278.00
6619,26,40,Thai Fried Rice,2025-03-08,16:45:38,Completed,274.00
6620,32,29,Chicken Biryani,2025-01-26,23:18:12,Completed,493.00
6621,33,34,Butter Chicken,2025-01-30,12:43:02,Completed,350.00
6622,11,6,Chicken Momos,2025-04-10,19:22:42,Completed,350.00
6623,13,34,Chicken Biryani,2025-04-05,09:58:05,Completed,483.00
6624,23,23,Chicken Momos,2025-01-29,13:29:59,Completed,201.00
6625,17,12,Pizza Margherita,2025-03-06,10:35:04,Completed,567.00
6626,8,33,Chicken Momos,2025-04-23,15:44:28,Cancelled,344.00
6627,31,50,Fish Fry,2025-04-07,17:49:29,Completed,630.00
6628,2,31,Paneer Butter Masala,2025-02-03,09:24:40,Completed,346.00
6629,15,21,Pizza Margherita,2025-02-15,23:34:00,Completed,547.00
6630,16,19,Masala Dosa,2025-02-21,17:04:35,Cancelled,301.00
6631,21,23,Grilled Steak,2025-04-25,15:11:47,Completed,658.00
6632,32,48,Grilled Steak,2025-01-31,14:55:16,Completed,661.00
6633,16,40,Veg Chowmein,2025-01-20,10:07:58,Completed,336.00
6634,1,49,Falafel Wrap,2025-01-06,22:23:39,Completed,347.00
6635,18,32,Cheese Burger,2025-04-08,23:17:25,Completed,367.00
6636,9,4,Chocolate Sundae,2025-04-13,20:30:34,Completed,208.00
6637,26,44,Hakka Noodles,2025-01-23,21:07:44,Completed,300.00
6638,1,1,Donut Box,2025-01-27,19:37:06,Completed,366.00
6639,17,12,Falafel Wrap,2025-02-03,14:17:30,Cancelled,287.00
6640,24,12,Cappuccino,2025-02-24,13:26:44,Completed,243.00
6641,26,18,Hot Pot Combo,2025-01-24,11:36:43,Completed,685.00
6642,18,16,Falafel Wrap,2025-02-25,19:12:09,Pending,238.00
6643,31,1,Cheese Burger,2025-02-23,22:08:57,Pending,352.00
6644,21,32,Pad Thai,2025-02-02,08:25:06,Completed,315.00
6645,14,17,Cappuccino,2025-04-18,10:28:47,Completed,242.00
6646,24,36,Falafel Wrap,2025-04-30,15:22:01,Completed,289.00
6647,13,37,BBQ Chicken Platter,2025-03-25,12:49:18,Completed,580.00
6648,32,50,Seekh Kebab,2025-02-27,09:24:39,Completed,337.00
6649,11,41,Ramen Bowl,2025-02-23,19:54:58,Completed,481.00
6650,22,15,Ramen Bowl,2025-02-10,16:45:17,Completed,541.00
6651,18,29,Hakka Noodles,2025-04-21,18:47:37,Completed,335.00
6652,27,11,Cheese Burger,2025-04-20,07:08:46,Completed,284.00
6653,6,14,Cheese Burger,2025-02-20,10:06:04,Cancelled,341.00
6654,4,2,Hakka Noodles,2025-02-20,23:48:05,Completed,378.00
6655,10,6,Thai Fried Rice,2025-04-30,19:19:14,Completed,302.00
6656,29,41,Chicken Shawarma,2025-01-17,23:53:10,Completed,321.00
6657,21,31,Hot Pot Combo,2025-04-22,15:35:28,Completed,798.00
6658,12,38,Avocado Salad,2025-02-28,20:33:40,Completed,269.00
6659,23,31,Falafel Wrap,2025-01-30,09:28:19,Completed,266.00
6660,10,20,Chicken Biryani,2025-01-01,23:52:48,Pending,428.00
6661,19,31,Falafel Wrap,2025-01-02,22:48:30,Completed,310.00
6662,19,39,Fish Fry,2025-04-12,07:35:23,Completed,623.00
6663,28,26,Fish Fry,2025-01-21,19:53:24,Completed,500.00
6664,28,41,Fish Fry,2025-03-08,15:18:41,Completed,548.00
6665,27,13,Masala Dosa,2025-01-24,11:18:07,Completed,338.00
6666,29,18,Butter Chicken,2025-03-21,22:12:20,Completed,362.00
6667,2,12,Paneer Butter Masala,2025-02-06,15:08:45,Completed,292.00
6668,15,6,Chicken Shawarma,2025-01-02,22:13:21,Completed,357.00
6669,24,30,Butter Chicken,2025-04-12,08:21:05,Pending,387.00
6670,4,18,Hakka Noodles,2025-02-20,09:34:30,Completed,284.00
6671,25,1,Paneer Butter Masala,2025-04-09,14:24:49,Cancelled,353.00
6672,3,13,Hot Pot Combo,2025-04-05,10:33:42,Cancelled,781.00
6673,25,44,Pad Thai,2025-04-30,17:10:40,Completed,440.00
6674,34,8,Chicken Momos,2025-03-03,16:12:23,Pending,255.00
6675,8,16,Thai Fried Rice,2025-02-25,17:00:10,Completed,379.00
6676,8,26,Fish Fry,2025-01-02,08:37:50,Completed,632.00
6677,10,24,Hakka Noodles,2025-01-12,14:10:31,Completed,378.00
6678,22,49,Thai Fried Rice,2025-01-08,08:22:41,Completed,367.00
6679,7,9,Cappuccino,2025-01-30,17:35:50,Completed,238.00
6680,29,47,Grilled Steak,2025-01-03,19:22:46,Completed,620.00
6681,32,46,Hot Pot Combo,2025-03-13,16:34:44,Completed,805.00
6682,12,35,Veg Chowmein,2025-02-11,21:17:55,Pending,351.00
6683,11,5,Chocolate Sundae,2025-01-20,21:18:52,Completed,213.00
6684,30,1,Hakka Noodles,2025-03-23,23:24:46,Completed,224.00
6685,24,50,Avocado Salad,2025-01-31,17:46:04,Completed,327.00
6686,25,13,Chocolate Sundae,2025-03-29,22:49:35,Completed,192.00
6687,21,27,Thai Fried Rice,2025-02-11,10:06:33,Completed,241.00
6688,9,12,Mutton Biryani,2025-01-26,10:31:12,Completed,526.00
6689,25,43,Cappuccino,2025-03-09,15:03:23,Completed,168.00
6690,1,14,Thai Fried Rice,2025-03-04,09:29:51,Completed,322.00
6691,27,24,Butter Chicken,2025-01-08,15:33:02,Completed,427.00
6692,5,14,Chocolate Sundae,2025-01-13,10:46:14,Completed,168.00
6693,13,34,Donut Box,2025-02-01,12:35:47,Completed,237.00
6694,23,44,Hot Pot Combo,2025-03-31,20:56:06,Completed,706.00
6695,26,33,Ramen Bowl,2025-03-26,12:34:38,Completed,530.00
6696,21,36,Ramen Bowl,2025-04-19,18:26:48,Completed,522.00
6697,16,37,Falafel Wrap,2025-01-28,19:49:35,Cancelled,265.00
6698,24,29,Hot Pot Combo,2025-02-20,07:46:02,Cancelled,812.00
6699,2,34,Chicken Shawarma,2025-04-24,16:00:19,Cancelled,284.00
6700,21,2,Hakka Noodles,2025-04-16,15:58:35,Completed,366.00
6701,10,7,Mutton Biryani,2025-02-28,18:09:08,Completed,529.00
6702,16,15,Chicken Momos,2025-04-14,16:05:36,Completed,255.00
6703,5,47,Ramen Bowl,2025-04-12,22:11:31,Pending,587.00
6704,7,39,Thai Fried Rice,2025-02-08,08:46:51,Completed,250.00
6705,4,50,Ramen Bowl,2025-02-14,20:26:59,Pending,498.00
6706,1,41,Hakka Noodles,2025-03-22,19:03:19,Completed,301.00
6707,10,21,Chocolate Sundae,2025-03-31,14:09:03,Completed,220.00
6708,29,49,Avocado Salad,2025-03-15,23:05:14,Completed,290.00
6709,10,9,Ramen Bowl,2025-01-11,22:36:47,Completed,542.00
6710,17,6,Pasta Alfredo,2025-03-06,20:49:44,Completed,314.00
6711,31,36,Grilled Steak,2025-03-04,19:41:36,Completed,767.00
6712,34,16,Fish Fry,2025-01-10,15:49:27,Completed,627.00
6713,6,8,Donut Box,2025-02-22,20:23:22,Completed,298.00
6714,2,50,Pad Thai,2025-01-22,18:39:52,Cancelled,413.00
6715,10,29,Mutton Biryani,2025-04-29,14:12:43,Completed,401.00
6716,8,48,Mutton Biryani,2025-02-01,11:55:53,Pending,383.00
6717,22,45,Paneer Butter Masala,2025-02-09,21:30:01,Completed,427.00
6718,14,14,Falafel Wrap,2025-03-08,15:35:30,Completed,236.00
6719,2,25,BBQ Chicken Platter,2025-04-26,23:02:16,Completed,522.00
6720,13,45,Avocado Salad,2025-02-04,08:29:41,Cancelled,207.00
6721,25,43,Chicken Momos,2025-03-26,18:55:06,Completed,298.00
6722,15,25,Chocolate Sundae,2025-04-01,10:57:20,Completed,272.00
6723,6,12,Grilled Steak,2025-03-06,21:35:59,Completed,620.00
6724,16,34,Pad Thai,2025-02-12,22:25:47,Completed,388.00
6725,23,23,Thai Fried Rice,2025-02-08,14:32:17,Pending,390.00
6726,17,25,Chicken Biryani,2025-03-13,15:14:09,Completed,440.00
6727,9,6,Seekh Kebab,2025-02-18,23:43:39,Pending,358.00
6728,27,16,BBQ Chicken Platter,2025-01-20,20:19:58,Completed,564.00
6729,9,14,Thai Fried Rice,2025-01-18,13:55:08,Completed,364.00
6730,9,28,Hakka Noodles,2025-01-19,12:20:04,Completed,250.00
6731,12,21,Chicken Shawarma,2025-04-04,07:48:20,Pending,335.00
6732,27,20,Hot Pot Combo,2025-04-06,15:09:49,Completed,693.00
6733,12,2,Hakka Noodles,2025-03-20,15:38:36,Completed,372.00
6734,15,15,Donut Box,2025-01-04,18:05:44,Completed,244.00
6735,33,39,Cappuccino,2025-04-02,18:11:54,Completed,271.00
6736,9,11,Grilled Steak,2025-01-29,08:26:48,Cancelled,679.00
6737,27,15,Seekh Kebab,2025-03-27,13:48:13,Completed,412.00
6738,32,45,Ramen Bowl,2025-04-21,21:56:15,Completed,450.00
6739,25,47,Ramen Bowl,2025-02-20,23:41:56,Completed,449.00
6740,34,7,Hot Pot Combo,2025-02-28,08:56:15,Completed,761.00
6741,3,36,Pasta Alfredo,2025-03-08,08:12:18,Completed,357.00
6742,19,30,Cheese Burger,2025-02-24,16:39:58,Completed,352.00
6743,10,30,Thai Fried Rice,2025-02-27,09:46:32,Completed,379.00
6744,9,26,Pizza Margherita,2025-02-11,21:01:11,Completed,531.00
6745,30,6,Chicken Momos,2025-02-11,12:45:46,Completed,229.00
6746,29,41,Veg Chowmein,2025-01-11,23:45:24,Completed,340.00
6747,11,25,Falafel Wrap,2025-02-18,08:49:10,Cancelled,344.00
6748,10,11,Chicken Shawarma,2025-01-23,08:26:19,Completed,344.00
6749,19,41,Cheese Burger,2025-01-16,11:12:00,Completed,284.00
6750,1,30,Cappuccino,2025-04-20,22:34:51,Completed,276.00
6751,16,14,BBQ Chicken Platter,2025-03-26,22:29:26,Completed,603.00
6752,1,16,Falafel Wrap,2025-02-05,13:03:11,Completed,289.00
6753,3,10,Mutton Biryani,2025-03-27,16:21:58,Completed,407.00
