delivery_id,order_id,delivery_status,delivery_time,rider_id
767,6767,Delivered,00:47:14,19
768,6768,In Transit,00:11:14,20
769,6769,Delivered,00:42:15,21
770,6770,Delivered,00:39:00,22
771,6771,In Transit,00:23:03,23
772,6772,Delivered,00:18:51,24
773,6773,Delivered,00:31:34,25
774,6774,In Transit,00:23:01,26
775,6775,In Transit,00:19:49,27
776,6776,In Transit,00:11:31,28
777,6777,Delivered,00:27:34,29
778,6778,Delivered,00:49:18,30
779,6779,Delivered,00:21:54,31
780,6780,Not Delivered,00:00:00,32
781,6781,Delivered,00:29:59,33
782,6782,Delivered,00:38:35,34
783,6783,Delivered,00:35:11,1
784,6784,In Transit,00:16:00,2
785,6785,Not Delivered,00:00:00,3
786,6786,In Transit,00:23:05,4
787,6787,Delivered,00:35:41,5
788,6788,Delivered,00:29:30,6
789,6789,Delivered,00:15:06,7
790,6790,Delivered,00:22:59,8
791,6791,Delivered,00:30:10,9
792,6792,Delivered,00:32:42,10
793,6793,Delivered,00:30:26,11
794,6794,In Transit,00:15:57,12
795,6795,Delivered,00:41:13,13
796,6796,Delivered,00:24:23,14
797,6797,Delivered,00:20:48,15
798,6798,Delivered,00:32:19,16
799,6799,Delivered,00:48:44,17
800,6800,Delivered,00:49:40,18
801,6801,Delivered,00:18:04,19
802,6802,Not Delivered,00:00:00,20
803,6803,In Transit,00:14:55,21
804,6804,In Transit,00:13:54,22
805,6805,In Transit,00:10:15,23
806,6806,Delivered,00:18:49,24
807,6807,Delivered,00:31:11,25
808,6808,Delivered,00:21:48,26
809,6809,Delivered,00:42:21,27
810,6810,Not Delivered,00:00:00,28
811,6811,Delivered,00:21:32,29
812,6812,In Transit,00:24:32,30
813,6813,In Transit,00:13:30,31
814,6814,Delivered,00:31:50,32
815,6815,Delivered,00:19:22,33
816,6816,Not Delivered,00:00:00,34
817,6817,Delivered,00:19:22,1
818,6818,Delivered,00:25:24,2
819,6819,Delivered,00:26:34,3
820,6820,Delivered,00:30:46,4
821,6821,Not Delivered,00:00:00,5
822,6822,Delivered,00:15:58,6
823,6823,Delivered,00:19:04,7
824,6824,Delivered,00:24:09,8
825,6825,Delivered,00:35:10,9
826,6826,Delivered,00:47:52,10
827,6827,Delivered,00:48:12,11
828,6828,Delivered,00:44:59,12
829,6829,Delivered,00:36:01,13
830,6830,Delivered,00:35:54,14
831,6831,Delivered,00:38:50,15
832,6832,Delivered,00:41:06,16
833,6833,Delivered,00:46:49,17
834,6834,Delivered,00:39:13,18
835,6835,Delivered,00:24:12,19
836,6836,Delivered,00:44:49,20
837,6837,Delivered,00:18:47,21
838,6838,Delivered,00:28:53,22
839,6839,Delivered,00:45:35,23
840,6840,Delivered,00:43:24,24
841,6841,Not Delivered,00:00:00,25
842,6842,Delivered,00:34:41,26
843,6843,In Transit,00:21:12,27
844,6844,Delivered,00:16:02,28
845,6845,Delivered,00:42:12,29
846,6846,Delivered,00:14:36,30
847,6847,Not Delivered,00:00:00,31
848,6848,Not Delivered,00:00:00,32
849,6849,Delivered,00:36:01,33
850,6850,Not Delivered,00:00:00,34
851,6851,Delivered,00:37:41,1
852,6852,Delivered,00:35:26,2
853,6853,Delivered,00:14:20,3
854,6854,Delivered,00:43:05,4
855,6855,Delivered,00:22:53,5
856,6856,Delivered,00:20:38,6
857,6857,Not Delivered,00:00:00,7
858,6858,Delivered,00:47:35,8
859,6859,Delivered,00:21:37,9
860,6860,In Transit,00:14:30,10
861,6861,Delivered,00:45:35,11
862,6862,Delivered,00:49:46,12
863,6863,Delivered,00:35:07,13
864,6864,Not Delivered,00:00:00,14
865,6865,Delivered,00:16:50,15
866,6866,Delivered,00:34:15,16
867,6867,In Transit,00:19:34,17
868,6868,Delivered,00:41:18,18
869,6869,Delivered,00:16:54,19
870,6870,Delivered,00:20:03,20
871,6871,Delivered,00:33:42,21
872,6872,Delivered,00:22:44,22
873,6873,In Transit,00:18:52,23
874,6874,Delivered,00:38:09,24
875,6875,Delivered,00:31:21,25
876,6876,Delivered,00:40:04,26
877,6877,Delivered,00:47:23,27
878,6878,Delivered,00:18:31,28
879,6879,Delivered,00:33:47,29
880,6880,Delivered,00:33:26,30
881,6881,Delivered,00:15:01,31
882,6882,Delivered,00:32:20,32
883,6883,In Transit,00:15:45,33
884,6884,Delivered,00:19:55,34
885,6885,Not Delivered,00:00:00,1
886,6886,Delivered,00:22:59,2
887,6887,Delivered,00:47:38,3
888,6888,Delivered,00:20:23,4
889,6889,Delivered,00:21:06,5
890,6890,Not Delivered,00:00:00,6
891,6891,Delivered,00:30:49,7
892,6892,Delivered,00:35:20,8
893,6893,Delivered,00:21:11,9
894,6894,Delivered,00:50:13,10
895,6895,Delivered,00:19:14,11
896,6896,Delivered,00:17:17,12
897,6897,Delivered,00:33:53,13
898,6898,Delivered,00:49:48,14
899,6899,In Transit,00:12:51,15
900,6900,Delivered,00:49:59,16
901,6901,Delivered,00:50:55,17
902,6902,In Transit,00:19:58,18
903,6903,Delivered,00:49:42,19
904,6904,Not Delivered,00:00:00,20
905,6905,Delivered,00:33:06,21
906,6906,Delivered,00:39:48,22
907,6907,Delivered,00:16:19,23
908,6908,Delivered,00:40:05,24
909,6909,Delivered,00:35:17,25
910,6910,In Transit,00:11:08,26
911,6911,Delivered,00:18:06,27
912,6912,Delivered,00:14:06,28
913,6913,Not Delivered,00:00:00,29
914,6914,Delivered,00:44:02,30
915,6915,In Transit,00:25:51,31
916,6916,Delivered,00:37:25,32
917,6917,Delivered,00:48:06,33
918,6918,Delivered,00:30:10,34
919,6919,Not Delivered,00:00:00,1
920,6920,Delivered,00:49:57,2
921,6921,In Transit,00:17:05,3
922,6922,Delivered,00:35:10,4
923,6923,Delivered,00:25:41,5
924,6924,Delivered,00:50:44,6
925,6925,Delivered,00:20:40,7
926,6926,Delivered,00:15:30,8
927,6927,Delivered,00:27:46,9
928,6928,Delivered,00:22:10,10
929,6929,Not Delivered,00:00:00,11
930,6930,Delivered,00:46:15,12
931,6931,Delivered,00:40:00,13
932,6932,Delivered,00:47:56,14
933,6933,Delivered,00:31:36,15
934,6934,Delivered,00:26:31,16
935,6935,Delivered,00:49:15,17
936,6936,Delivered,00:17:27,18
937,6937,Delivered,00:27:39,19
938,6938,Delivered,00:38:12,20
939,6939,Delivered,00:47:18,21
940,6940,Delivered,00:36:08,22
941,6941,In Transit,00:22:37,23
942,6942,Delivered,00:40:58,24
943,6943,Delivered,00:32:17,25
944,6944,Delivered,00:29:39,26
945,6945,Delivered,00:21:45,27
946,6946,Delivered,00:40:16,28
947,6947,Delivered,00:45:00,29
948,6948,Delivered,00:21:25,30
949,6949,Delivered,00:26:47,31
950,6950,Delivered,00:30:44,32
951,6951,Delivered,00:22:36,33
952,6952,Delivered,00:25:52,34
953,6953,Delivered,00:21:42,1
954,6954,Not Delivered,00:00:00,2
955,6955,Delivered,00:29:08,3
956,6956,Delivered,00:16:14,4
957,6957,Delivered,00:29:47,5
958,6958,Delivered,00:16:46,6
959,6959,Delivered,00:18:43,7
960,6960,Delivered,00:39:08,8
961,6961,Delivered,00:27:17,9
962,6962,Delivered,00:21:36,10
963,6963,Delivered,00:14:41,11
964,6964,Delivered,00:27:45,12
965,6965,In Transit,00:13:53,13
966,6966,Delivered,00:14:26,14
967,6967,Delivered,00:20:21,15
968,6968,In Transit,00:16:28,16
969,6969,Delivered,00:23:09,17
970,6970,In Transit,00:13:55,18
971,6971,Delivered,00:37:20,19
972,6972,In Transit,00:23:24,20
973,6973,Delivered,00:47:43,21
974,6974,Delivered,00:31:28,22
975,6975,Delivered,00:26:54,23
976,6976,Delivered,00:23:13,24
977,6977,Delivered,00:38:22,25
978,6978,Delivered,00:26:55,26
979,6979,Delivered,00:29:31,27
980,6980,Delivered,00:45:17,28
981,6981,Delivered,00:41:03,29
982,6982,Delivered,00:30:00,30
983,6983,Delivered,00:41:29,31
984,6984,Delivered,00:24:03,32
985,6985,Delivered,00:17:47,33
986,6986,Delivered,00:43:33,34
987,6987,In Transit,00:19:13,1
988,6988,Not Delivered,00:00:00,2
989,6989,Delivered,00:40:07,3
990,6990,Delivered,00:32:09,4
991,6991,In Transit,00:19:17,5
992,6992,Delivered,00:25:27,6
993,6993,Delivered,00:14:30,7
994,6994,Delivered,00:47:04,8
995,6995,Delivered,00:43:22,9
996,6996,Delivered,00:33:41,10
997,6997,Delivered,00:28:28,11
998,6998,Delivered,00:26:44,12
999,6999,Delivered,00:31:53,13
1000,7000,Not Delivered,00:00:00,14
1001,7001,In Transit,00:25:24,15
1002,7002,Not Delivered,00:00:00,16
1003,7003,Delivered,00:31:10,17
1004,7004,Delivered,00:44:14,18
1005,7005,In Transit,00:24:57,19
1006,7006,Delivered,00:22:01,20
1007,7007,Delivered,00:29:41,21
1008,7008,In Transit,00:25:24,22
1009,7009,Not Delivered,00:00:00,23
1010,7010,Delivered,00:28:35,24
1011,7011,Delivered,00:46:41,25
1012,7012,Delivered,00:23:07,26
1013,7013,Delivered,00:31:46,27
1014,7014,Delivered,00:37:33,28
1015,7015,Not Delivered,00:00:00,29
1016,7016,Delivered,00:30:44,30
1017,7017,Delivered,00:20:17,31
1018,7018,Delivered,00:47:51,32
1019,7019,Delivered,00:33:47,33
1020,7020,Delivered,00:39:01,34
1021,7021,Delivered,00:18:36,1
1022,7022,Delivered,00:20:15,2
1023,7023,Delivered,00:32:16,3
1024,7024,Delivered,00:29:48,4
1025,7025,In Transit,00:15:40,5
1026,7026,Delivered,00:45:33,6
1027,7027,Delivered,00:14:09,7
1028,7028,Not Delivered,00:00:00,8
1029,7029,In Transit,00:10:20,9
1030,7030,Delivered,00:49:26,10
1031,7031,Delivered,00:50:21,11
1032,7032,Delivered,00:14:30,12
1033,7033,Delivered,00:26:11,13
1034,7034,Delivered,00:20:46,14
1035,7035,Delivered,00:33:46,15
1036,7036,Delivered,00:41:16,16
1037,7037,Delivered,00:31:37,17
1038,7038,In Transit,00:16:40,18
1039,7039,Not Delivered,00:00:00,19
1040,7040,Delivered,00:39:42,20
1041,7041,Delivered,00:50:36,21
1042,7042,In Transit,00:21:06,22
1043,7043,Delivered,00:38:30,23
1044,7044,Delivered,00:26:56,24
1045,7045,Delivered,00:29:20,25
1046,7046,Delivered,00:16:54,26
1047,7047,Not Delivered,00:00:00,27
1048,7048,In Transit,00:20:22,28
1049,7049,Delivered,00:44:48,29
1050,7050,Delivered,00:29:34,30
1051,7051,Delivered,00:35:31,31
1052,7052,Not Delivered,00:00:00,32
1053,7053,Delivered,00:28:27,33
1054,7054,Delivered,00:49:01,34
1055,7055,Delivered,00:18:06,1
1056,7056,Delivered,00:50:57,2
1057,7057,Delivered,00:22:14,3
1058,7058,In Transit,00:23:55,4
1059,7059,Delivered,00:16:13,5
1060,7060,Delivered,00:43:26,6
1061,7061,Delivered,00:48:47,7
1062,7062,Delivered,00:18:06,8
1063,7063,Not Delivered,00:00:00,9
1064,7064,Delivered,00:49:28,10
1065,7065,Delivered,00:22:14,11
1066,7066,Delivered,00:27:13,12
1067,7067,Delivered,00:37:06,13
1068,7068,Delivered,00:16:16,14
1069,7069,Delivered,00:14:58,15
1070,7070,Delivered,00:40:07,16
1071,7071,Delivered,00:31:41,17
1072,7072,Delivered,00:42:57,18
1073,7073,Delivered,00:27:05,19
1074,7074,In Transit,00:20:59,20
1075,7075,Delivered,00:29:39,21
1076,7076,Delivered,00:21:05,22
1077,7077,Delivered,00:30:50,23
1078,7078,Not Delivered,00:00:00,24
1079,7079,In Transit,00:17:02,25
1080,7080,Delivered,00:44:44,26
1081,7081,Delivered,00:31:34,27
1082,7082,Delivered,00:24:42,28
1083,7083,Delivered,00:14:59,29
1084,7084,Delivered,00:45:52,30
1085,7085,Delivered,00:27:50,31
1086,7086,Not Delivered,00:00:00,32
1087,7087,Delivered,00:40:56,33
1088,7088,Delivered,00:35:06,34
1089,7089,Delivered,00:19:32,1
1090,7090,Not Delivered,00:00:00,2
1091,7091,Delivered,00:28:59,3
1092,7092,Delivered,00:50:17,4
1093,7093,Not Delivered,00:00:00,5
1094,7094,Delivered,00:14:27,6
1095,7095,Delivered,00:36:59,7
1096,7096,Delivered,00:36:48,8
1097,7097,Delivered,00:42:35,9
1098,7098,Not Delivered,00:00:00,10
1099,7099,Delivered,00:24:01,11
1100,7100,Delivered,00:20:40,12
1101,7101,Delivered,00:50:01,13
1102,7102,Delivered,00:31:12,14
1103,7103,Delivered,00:25:52,15
1104,7104,Delivered,00:24:14,16
1105,7105,Delivered,00:16:46,17
1106,7106,Not Delivered,00:00:00,18
1107,7107,Delivered,00:25:12,19
1108,7108,Not Delivered,00:00:00,20
1109,7109,Delivered,00:27:12,21
1110,7110,Delivered,00:22:18,22
1111,7111,Delivered,00:43:03,23
1112,7112,Delivered,00:42:14,24
1113,7113,Not Delivered,00:00:00,25
1114,7114,Delivered,00:22:02,26
1115,7115,Delivered,00:21:46,27
1116,7116,Delivered,00:27:23,28
1117,7117,Delivered,00:33:53,29
1118,7118,In Transit,00:23:09,30
1119,7119,Delivered,00:18:53,31
1120,7120,Delivered,00:24:30,32
1121,7121,Delivered,00:38:00,33
1122,7122,Delivered,00:24:23,34
1123,7123,In Transit,00:11:34,1
1124,7124,Delivered,00:25:43,2
1125,7125,Delivered,00:40:06,3
1126,7126,Delivered,00:19:48,4
1127,7127,Not Delivered,00:00:00,5
1128,7128,Delivered,00:24:13,6
1129,7129,Not Delivered,00:00:00,7
1130,7130,Delivered,00:18:09,8
1131,7131,Delivered,00:40:06,9
1132,7132,Delivered,00:41:14,10
1133,7133,Delivered,00:24:17,11
1134,7134,Delivered,00:47:45,12
1135,7135,Delivered,00:49:56,13
1136,7136,Delivered,00:47:57,14
1137,7137,Delivered,00:35:56,15
1138,7138,Delivered,00:42:10,16
1139,7139,Delivered,00:48:42,17
1140,7140,Delivered,00:50:13,18
1141,7141,In Transit,00:24:27,19
1142,7142,Delivered,00:25:39,20
1143,7143,Delivered,00:42:17,21
1144,7144,Delivered,00:34:16,22
1145,7145,In Transit,00:16:59,23
1146,7146,Delivered,00:15:12,24
1147,7147,Delivered,00:39:18,25
1148,7148,Delivered,00:38:49,26
1149,7149,Delivered,00:48:29,27
1150,7150,Delivered,00:19:55,28
1151,7151,Delivered,00:21:50,29
1152,7152,Delivered,00:22:57,30
1153,7153,Delivered,00:17:14,31
1154,7154,Delivered,00:48:54,32
1155,7155,Delivered,00:21:35,33
1156,7156,Delivered,00:44:25,34
1157,7157,Delivered,00:22:03,1
1158,7158,Delivered,00:47:11,2
1159,7159,Delivered,00:48:56,3
1160,7160,Delivered,00:28:51,4
1161,7161,Delivered,00:22:15,5
1162,7162,Delivered,00:17:32,6
1163,7163,Delivered,00:48:56,7
1164,7164,Not Delivered,00:00:00,8
1165,7165,Delivered,00:18:15,9
1166,7166,Delivered,00:48:35,10
1167,7167,Delivered,00:19:21,11
1168,7168,Not Delivered,00:00:00,12
1169,7169,In Transit,00:12:16,13
1170,7170,In Transit,00:18:21,14
1171,7171,Not Delivered,00:00:00,15
1172,7172,Delivered,00:49:08,16
1173,7173,Delivered,00:25:02,17
1174,7174,Delivered,00:41:31,18
1175,7175,Delivered,00:27:08,19
1176,7176,Delivered,00:28:44,20
1177,7177,Delivered,00:19:33,21
1178,7178,In Transit,00:14:39,22
1179,7179,Delivered,00:42:04,23
1180,7180,Delivered,00:41:46,24
1181,7181,In Transit,00:12:47,25
1182,7182,Delivered,00:34:29,26
1183,7183,Delivered,00:24:43,27
1184,7184,Delivered,00:31:54,28
1185,7185,Delivered,00:35:01,29
1186,7186,Delivered,00:16:48,30
1187,7187,Delivered,00:14:49,31
1188,7188,Delivered,00:15:49,32
1189,7189,Delivered,00:15:55,33
1190,7190,Delivered,00:15:05,34
1191,7191,Delivered,00:34:10,1
1192,7192,Delivered,00:19:05,2
1193,7193,Delivered,00:26:30,3
1194,7194,Delivered,00:20:28,4
1195,7195,Delivered,00:48:41,5
1196,7196,Delivered,00:37:03,6
1197,7197,Delivered,00:15:46,7
1198,7198,Delivered,00:23:22,8
1199,7199,Delivered,00:34:24,9
1200,7200,Delivered,00:21:50,10
1201,7201,Delivered,00:46:41,11
1202,7202,Delivered,00:32:48,12
1203,7203,Delivered,00:32:16,13
1204,7204,Delivered,00:24:05,14
1205,7205,Delivered,00:48:52,15
1206,7206,Not Delivered,00:00:00,16
1207,7207,Not Delivered,00:00:00,17
1208,7208,Delivered,00:23:38,18
1209,7209,Not Delivered,00:00:00,19
1210,7210,Delivered,00:50:34,20
1211,7211,Delivered,00:44:18,21
1212,7212,Delivered,00:45:33,22
1213,7213,Delivered,00:18:09,23
1214,7214,Delivered,00:25:52,24
1215,7215,Not Delivered,00:00:00,25
1216,7216,Delivered,00:32:32,26
1217,7217,Delivered,00:16:20,27
1218,7218,Delivered,00:38:30,28
1219,7219,Not Delivered,00:00:00,29
1220,7220,Delivered,00:16:32,30
1221,7221,Delivered,00:41:29,31
1222,7222,Delivered,00:15:02,32
1223,7223,Delivered,00:17:00,33
1224,7224,Delivered,00:30:56,34
1225,7225,Delivered,00:29:24,1
1226,7226,Delivered,00:36:40,2
1227,7227,In Transit,00:20:05,3
1228,7228,Delivered,00:37:46,4
1229,7229,Delivered,00:47:17,5
1230,7230,Delivered,00:47:09,6
1231,7231,Not Delivered,00:00:00,7
1232,7232,In Transit,00:22:24,8
1233,7233,Delivered,00:50:07,9
1234,7234,Delivered,00:29:26,10
1235,7235,Not Delivered,00:00:00,11
1236,7236,Delivered,00:23:51,12
1237,7237,Delivered,00:31:32,13
1238,7238,Delivered,00:28:20,14
1239,7239,Delivered,00:37:42,15
1240,7240,Delivered,00:17:23,16
1241,7241,Not Delivered,00:00:00,17
1242,7242,Delivered,00:33:52,18
1243,7243,Delivered,00:24:50,19
1244,7244,Delivered,00:50:24,20
1245,7245,Delivered,00:16:35,21
1246,7246,Not Delivered,00:00:00,22
1247,7247,Delivered,00:16:40,23
1248,7248,Not Delivered,00:00:00,24
1249,7249,Not Delivered,00:00:00,25
1250,7250,Delivered,00:44:03,26
1251,7251,Delivered,00:40:13,27
1252,7252,Delivered,00:29:26,28
1253,7253,Delivered,00:49:29,29
1254,7254,Not Delivered,00:00:00,30
1255,7255,Delivered,00:36:50,31
1256,7256,In Transit,00:10:49,32
1257,7257,Delivered,00:47:11,33
1258,7258,Delivered,00:22:04,34
1259,7259,Delivered,00:17:17,1
1260,7260,Delivered,00:17:59,2
1261,7261,Delivered,00:21:55,3
1262,7262,Delivered,00:39:16,4
1263,7263,In Transit,00:13:56,5
1264,7264,Delivered,00:49:58,6
1265,7265,Delivered,00:47:47,7
1266,7266,Delivered,00:14:16,8
1267,7267,Delivered,00:30:54,9
1268,7268,In Transit,00:15:35,10
1269,7269,Delivered,00:44:31,11
1270,7270,Delivered,00:29:33,12
1271,7271,Delivered,00:26:24,13
1272,7272,Delivered,00:26:33,14
1273,7273,Delivered,00:18:25,15
1274,7274,Delivered,00:31:15,16
1275,7275,Delivered,00:23:43,17
1276,7276,In Transit,00:12:09,18
1277,7277,Delivered,00:39:39,19
1278,7278,Delivered,00:32:46,20
1279,7279,Delivered,00:24:33,21
1280,7280,Delivered,00:50:41,22
1281,7281,Not Delivered,00:00:00,23
1282,7282,Not Delivered,00:00:00,24
1283,7283,In Transit,00:19:26,25
1284,7284,Delivered,00:33:10,26
1285,7285,Delivered,00:15:15,27
1286,7286,Delivered,00:40:48,28
1287,7287,Delivered,00:22:23,29
1288,7288,Delivered,00:47:27,30
1289,7289,Delivered,00:27:06,31
1290,7290,Delivered,00:33:49,32
1291,7291,Delivered,00:30:05,33
1292,7292,Delivered,00:43:55,34
1293,7293,Delivered,00:16:52,1
1294,7294,Delivered,00:38:18,2
1295,7295,Delivered,00:38:10,3
1296,7296,Delivered,00:36:48,4
1297,7297,Delivered,00:37:48,5
1298,7298,Delivered,00:32:55,6
1299,7299,Delivered,00:16:11,7
1300,7300,Delivered,00:39:50,8
1301,7301,Not Delivered,00:00:00,9
1302,7302,Delivered,00:28:46,10
1303,7303,Delivered,00:37:21,11
1304,7304,Delivered,00:48:43,12
1305,7305,Delivered,00:25:18,13
1306,7306,Delivered,00:26:55,14
1307,7307,Delivered,00:15:42,15
1308,7308,Delivered,00:19:30,16
1309,7309,Delivered,00:38:19,17
1310,7310,Delivered,00:40:50,18
1311,7311,Delivered,00:31:55,19
1312,7312,Delivered,00:32:32,20
1313,7313,Delivered,00:50:52,21
1314,7314,Delivered,00:47:32,22
1315,7315,Not Delivered,00:00:00,23
1316,7316,Delivered,00:15:49,24
1317,7317,Delivered,00:28:46,25
1318,7318,Delivered,00:20:23,26
1319,7319,Delivered,00:29:35,27
1320,7320,Delivered,00:46:33,28
1321,7321,Delivered,00:25:53,29
1322,7322,Delivered,00:31:21,30
1323,7323,Delivered,00:22:29,31
1324,7324,Delivered,00:17:43,32
1325,7325,Delivered,00:35:02,33
1326,7326,Delivered,00:32:43,34
1327,7327,In Transit,00:11:54,1
1328,7328,In Transit,00:19:15,2
1329,7329,Delivered,00:27:58,3
1330,7330,In Transit,00:16:13,4
1331,7331,Delivered,00:36:12,5
1332,7332,Not Delivered,00:00:00,6
1333,7333,Delivered,00:47:16,7
1334,7334,Delivered,00:34:56,8
1335,7335,Delivered,00:21:25,9
1336,7336,Delivered,00:28:51,10
1337,7337,Delivered,00:23:51,11
1338,7338,Delivered,00:20:05,12
1339,7339,Delivered,00:20:45,13
1340,7340,Delivered,00:43:33,14
1341,7341,Delivered,00:43:46,15
1342,7342,Delivered,00:21:34,16
1343,7343,Not Delivered,00:00:00,17
1344,7344,Not Delivered,00:00:00,18
1345,7345,Delivered,00:17:38,19
1346,7346,Delivered,00:26:15,20
1347,7347,In Transit,00:12:40,21
1348,7348,Delivered,00:26:31,22
1349,7349,Delivered,00:27:08,23
1350,7350,Delivered,00:39:41,24
1351,7351,Delivered,00:34:14,25
1352,7352,Delivered,00:16:56,26
1353,7353,Delivered,00:40:54,27
1354,7354,Delivered,00:16:46,28
1355,7355,In Transit,00:12:05,29
1356,7356,Delivered,00:46:31,30
1357,7357,Delivered,00:34:24,31
1358,7358,Delivered,00:20:29,32
1359,7359,Delivered,00:46:54,33
1360,7360,Delivered,00:40:49,34
1361,7361,Delivered,00:49:46,1
1362,7362,In Transit,00:10:00,2
1363,7363,Delivered,00:25:13,3
1364,7364,Delivered,00:15:51,4
1365,7365,Delivered,00:15:37,5
1366,7366,Delivered,00:20:21,6
1367,7367,Delivered,00:40:07,7
1368,7368,Delivered,00:49:08,8
1369,7369,Delivered,00:47:59,9
1370,7370,Not Delivered,00:00:00,10
1371,7371,Not Delivered,00:00:00,11
1372,7372,Delivered,00:14:15,12
1373,7373,Delivered,00:38:21,13
1374,7374,In Transit,00:25:40,14
1375,7375,Delivered,00:45:16,15
1376,7376,Delivered,00:32:52,16
1377,7377,Delivered,00:21:46,17
1378,7378,Not Delivered,00:00:00,18
1379,7379,Delivered,00:40:58,19
1380,7380,Delivered,00:14:56,20
1381,7381,Delivered,00:27:25,21
1382,7382,Delivered,00:37:39,22
1383,7383,Delivered,00:36:08,23
1384,7384,Delivered,00:17:04,24
1385,7385,In Transit,00:19:38,25
1386,7386,Delivered,00:18:51,26
1387,7387,Delivered,00:21:55,27
1388,7388,Delivered,00:47:40,28
1389,7389,Delivered,00:50:18,29
1390,7390,Delivered,00:20:34,30
1391,7391,Delivered,00:32:14,31
1392,7392,Delivered,00:28:25,32
1393,7393,Delivered,00:47:30,33
1394,7394,Delivered,00:35:53,34
1395,7395,Delivered,00:15:37,1
1396,7396,In Transit,00:14:48,2
1397,7397,Delivered,00:40:12,3
1398,7398,Delivered,00:24:52,4
1399,7399,Delivered,00:24:13,5
1400,7400,Delivered,00:46:09,6
1401,7401,Delivered,00:18:15,7
1402,7402,Delivered,00:42:17,8
1403,7403,In Transit,00:20:21,9
1404,7404,In Transit,00:23:04,10
1405,7405,Delivered,00:19:16,11
1406,7406,In Transit,00:11:44,12
1407,7407,In Transit,00:19:08,13
1408,7408,Delivered,00:47:34,14
1409,7409,Delivered,00:40:47,15
1410,7410,Delivered,00:16:53,16
1411,7411,Not Delivered,00:00:00,17
1412,7412,Not Delivered,00:00:00,18
1413,7413,Delivered,00:37:40,19
1414,7414,Delivered,00:15:49,20
1415,7415,Delivered,00:35:15,21
1416,7416,Delivered,00:45:59,22
1417,7417,Delivered,00:39:27,23
1418,7418,In Transit,00:23:50,24
1419,7419,Delivered,00:16:33,25
1420,7420,Delivered,00:20:07,26
1421,7421,Delivered,00:22:27,27
1422,7422,Delivered,00:15:02,28
1423,7423,Delivered,00:26:55,29
1424,7424,Not Delivered,00:00:00,30
1425,7425,Delivered,00:17:33,31
1426,7426,Delivered,00:27:23,32
1427,7427,Not Delivered,00:00:00,33
1428,7428,Delivered,00:38:25,34
1429,7429,Delivered,00:19:52,1
1430,7430,Delivered,00:15:24,2
1431,7431,Delivered,00:23:43,3
1432,7432,Delivered,00:43:04,4
1433,7433,Delivered,00:34:47,5
1434,7434,Delivered,00:27:06,6
1435,7435,Delivered,00:25:49,7
1436,7436,Delivered,00:27:16,8
1437,7437,Delivered,00:35:22,9
1438,7438,Delivered,00:17:52,10
1439,7439,Delivered,00:41:32,11
1440,7440,Delivered,00:49:11,12
1441,7441,Delivered,00:41:36,13
1442,7442,Delivered,00:20:31,14
1443,7443,Delivered,00:45:27,15
1444,7444,Not Delivered,00:00:00,16
1445,7445,In Transit,00:14:39,17
1446,7446,Delivered,00:27:33,18
1447,7447,Not Delivered,00:00:00,19
1448,7448,Delivered,00:30:18,20
1449,7449,In Transit,00:11:07,21
1450,7450,Delivered,00:29:19,22
1451,7451,Delivered,00:49:00,23
1452,7452,Delivered,00:47:28,24
1453,7453,Delivered,00:26:21,25
1454,7454,Delivered,00:33:15,26
1455,7455,In Transit,00:25:55,27
1456,7456,Delivered,00:49:47,28
1457,7457,Not Delivered,00:00:00,29
1458,7458,Delivered,00:47:08,30
1459,7459,Delivered,00:40:02,31
1460,7460,Delivered,00:27:14,32
1461,7461,Delivered,00:37:39,33
1462,7462,Delivered,00:21:03,34
1463,7463,Not Delivered,00:00:00,1
1464,7464,Delivered,00:20:42,2
1465,7465,Delivered,00:37:28,3
1466,7466,Delivered,00:15:38,4
1467,7467,Delivered,00:17:32,5
1468,7468,Delivered,00:37:36,6
1469,7469,Delivered,00:18:51,7
1470,7470,Not Delivered,00:00:00,8
1471,7471,Delivered,00:32:18,9
1472,7472,Delivered,00:50:11,10
1473,7473,Delivered,00:15:45,11
1474,7474,Delivered,00:42:16,12
1475,7475,Delivered,00:24:25,13
1476,7476,Delivered,00:50:39,14
1477,7477,Delivered,00:40:49,15
1478,7478,Delivered,00:50:51,16
1479,7479,In Transit,00:22:55,17
1480,7480,Not Delivered,00:00:00,18
1481,7481,Delivered,00:32:53,19
1482,7482,Delivered,00:49:41,20
1483,7483,Delivered,00:43:05,21
1484,7484,Delivered,00:47:18,22
1485,7485,Delivered,00:23:34,23
1486,7486,Delivered,00:37:37,24
1487,7487,Delivered,00:38:40,25
1488,7488,Delivered,00:50:15,26
1489,7489,Delivered,00:23:21,27
1490,7490,Delivered,00:50:06,28
1491,7491,Delivered,00:32:01,29
1492,7492,Delivered,00:46:56,30
1493,7493,In Transit,00:19:36,31
1494,7494,Delivered,00:26:11,32
1495,7495,Delivered,00:26:06,33
1496,7496,Delivered,00:25:53,34
1497,7497,Delivered,00:28:18,1
1498,7498,Delivered,00:23:49,2
1499,7499,Delivered,00:41:25,3
1500,7500,In Transit,00:11:26,4
1501,7501,In Transit,00:10:35,5
1502,7502,Delivered,00:44:09,6
1503,7503,Delivered,00:39:40,7
1504,7504,Delivered,00:21:29,8
1505,7505,In Transit,00:23:57,9
